track_id,artists,album_name,track_name,popularity,duration_ms,explicit,key,loudness,mode,tempo,time_signature,track_genre
2WuJqm3cqwVmNHgH03R0uJ,Tren Loco,Ruta 197,Fuera de la Ley,24,213026,False,4,-4.074,0,191.63,4,heavy-metal
0G5tgEYkfBj9pREQWHYCq3,Pritam;Ash King;Muazzam;Rizwan Ali Khan,Rush,Chup Chup Ke (Film Version),42,230569,False,1,-6.231,0,89.985,4,indian
5SmfruLODThg15TGSxovqn,Elephant Revival,Break in the Clouds,Cosmic Pulse,24,195573,False,4,-14.125,0,79.049,4,bluegrass
0gOz9JUXsaKVzLTSmFDtdo,Jess Benko,"Do You Love Me, or Are You Just Lonely?",A Soulmate Who Wasn’t Meant to Be,71,316556,False,9,-20.274,0,124.209,3,singer-songwriter
2kTY6BWrFJXwsG64i5tvcT,Tony Rice,Tony Rice Plays And Sings Bluegrass,Ain't Nobody Gonna Miss Me When I'm Gone,20,171040,False,10,-10.623,1,137.25,4,bluegrass
0d9rN4NbUgOtuPyQa2286E,Peaches & Herb,The Best Of Peaches & Herb: Love Is Strange,Close Your Eyes,31,154173,False,7,-14.906,1,81.489,3,disco
2eVDxPgGKdLf3qSIvhCmJB,Sophie Pecora,I'm Fine,I'm Fine,41,171991,False,11,-6.58,1,90.096,4,singer-songwriter
6wXeRgZClAnD88ypGDaVuQ,Topic;Bebe Rexha,Night Drive Autumn/Winter 2022/23,Chain My Heart,0,146880,False,11,-4.462,0,123.992,4,edm
1nkf3dkbk1gUO361O8gDqo,Patrick Page;Hadestown Original Broadway Company;Anaïs Mitchell,"His Kiss, the Riot","His Kiss, the Riot",20,183794,False,10,-10.434,1,78.476,4,show-tunes
7DowQgdUeWLUbDb3SVv1sQ,Twin Peaks,Wild Onion,Making Breakfast,46,132668,False,9,-4.694,1,116.114,4,power-pop
3Hff4mCaUFKzrq05w78tEn,Clonnex,MEDIV Luff N Sip,Ya Lyublyu,57,124226,True,1,-7.244,1,140.86,4,metal
55StmbuyP1BpcMeQHoERxE,Charlie Brown Jr.,Chegou Quem Faltava - Versão do Chorão (Ao Vivo),Pontes Indestrutíveis - Ao Vivo - Chegou Quem Faltava,35,179071,False,2,-6.437,1,93.061,4,hard-rock
3AIG0y0zLY6xaZNOMVcfDJ,DJ Isaac,Nobody Likes the Records That You Play,Nobody Likes the Records That You Play,17,325714,False,11,-5.024,1,140.026,4,happy
4finiJ0gZEZbOSJpmTXcLM,Kidz Bop Kids,Para pedir dulces,"Scooby Doo, Where Are You?",0,112786,False,9,-5.194,1,136.011,4,children
0PkaVMW00sCAeiXd5mKIVb,Odd Shapes,Thousand Islands,Thousand Islands,28,203906,False,9,-18.103,1,128.115,4,study
5mLllF9AIePVdhExTiNyyr,Joris Voorn;Underworld,Too Little Too Late (Little Late Edit),Too Little Too Late - Little Late Edit,46,258984,False,4,-10.628,0,128.005,4,minimal-techno
0O3oat5MkjDTOneiwLPGda,Natural White Noise Relaxation,Baby Sleep White Noise: Ultimate Album to Help Babies Sleep Through the Night,White Noise: Calming Roar of the Ocean to Fall to Sleep and Stay Asleep,63,288493,False,11,-19.787,0,171.06,5,sleep
6mrQwSZRd1WF5fuv98lrWy,Orbital,Satan (30 Something Years Later Mix),Satan - 30 Something Years Later Mix,13,436543,False,7,-7.053,1,120.023,4,breakbeat
3kBD2xHIqKWXjLAGidDTSz,Lil Peep,"Come Over When You're Sober, Pt. 1",Benz Truck (гелик),72,159986,True,2,-6.149,0,92.02,4,emo
19fhOFi6pNGeZe5uiFlm7c,YOASOBI,優しい彗星,優しい彗星,64,215333,False,5,-4.62,1,89.995,4,j-pop
4K2NuhUFmcQbaepaAzHGdP,Alireza Mashayekhi;Marie-Thérèse Grisenti;Marc Vitantonio;Duo Grisenti Vitantonio,A. Mashayekhi - 5 Sonates Pour Violoncelle Et Piano,Sonate IV Opus 180 Pour Violoncelle Et Piano - 3ème Mouvement,0,284573,False,5,-19.932,1,84.693,4,iranian
6r5SFuEAArjAHQGHkqiBRn,Alison Krauss & Union Station,Two Highways,Lord Don't Forsake Me,24,247733,False,0,-18.046,0,131.633,4,bluegrass
6favuVFBvFfTTAGKVUBfts,Betterov,Schlaf gut,Bis zum Ende,36,259836,False,9,-6.746,1,183.014,4,german
1EjxJHY9A6LMOlvyZdwDly,Pritam;Neeraj Shridhar,Tum Mile (Original Motion Picture Soundtrack),Tum Mile,66,343786,False,0,-6.663,1,123.01,4,indian
0IGdpfQ7kjpNPoHgbRbrmJ,OneRepublic,Lonely Christmas 2022,Christmas Without You,0,197146,False,7,-5.645,1,207.478,3,piano
5JWuNK80jSLK1jQyFInWqG,Lata Mangeshkar;Kumar Sanu,Jab Pyaar Kisise Hota Hai (Original Motion Picture Soundtrack),Madhosh Dil Ki Dhadkan,57,324000,False,2,-10.211,1,155.611,3,pop-film
7C4UrNNXsAceO95b4ttzkS,Shiritsu Ebisu Chugaku,Major Debut 10th Anniversary Album 中吉,ハイタテキ! (中吉 ver.),24,283960,False,7,-2.258,1,171.993,4,j-idol
2YaNWNnjvIi0DHpa1JX2vQ,Living Room,"Lounge La Nuit, Vol. 1",Love Letter - Original Mix,0,240000,False,8,-13.762,1,100.001,4,jazz
5MFr2IB9u3t7nYdRL53viF,LVNDSCAPE,What I'd Give,What I'd Give,52,191321,False,9,-5.204,1,107.02,4,deep-house
5CAKJGs6FWcmtgw0Zucm9O,DJ Shog,Another World,Another World - Extended Mix,26,480640,False,0,-6.596,1,138.017,4,techno
1VkLvbTIPy7YcvxkQ66vXq,Underground Resistance,Electronic Warfare 2.0,Detonate,5,204186,False,0,-12.083,1,135.376,4,detroit-techno
0FGv96DlWEks32E9vv7nVd,Ben Lukas Boysen,Clarion,Lux,16,402993,False,10,-13.371,0,100.007,4,idm
3L6C4MG2zFzZ5CE1JQ9tCo,Håkan Hellström,Känn ingen sorg för mig Göteborg,Dom dimmiga dagarna,35,191533,False,5,-6.45,1,122.683,3,goth
5RoPkoFYI4FiNCe1jFqEGm,Thomas Sanders,Landslide,Landslide,22,197033,False,7,-10.783,1,116.184,4,show-tunes
4IfSKs8cR2DAond1rUDIFA,Assemblage 23,Endure,Bravery,23,311851,False,10,-7.947,1,130.021,4,industrial
3RbdpeCregnWn1E7tdEVw9,Matogrosso & Mathias,Ao vivo convida,Idas e voltas - Ao vivo,48,245440,False,5,-8.862,1,106.04,3,sertanejo
7fbdTbr12vcmJhWgp58dvO,Moi Je,Profite (Remixes),Profite - Kazy Lambist Remix,61,198688,False,5,-6.738,0,122.004,4,french
4mMZANpFSbc19Ts4DpL763,keshi,GABRIEL,MILLI,56,135158,False,2,-9.837,0,80.951,4,chill
3uoozQ77UjBn4os2UnNMSb,Howard Blake;Vladimir Ashkenazy,Weihnachten Klassik 2022,"Walking In The Air (Excerpt ""Lifecycle""), Op. 310",0,186000,False,1,-32.624,0,100.197,4,british
229MM2St7SnW43nT8ADlG8,3LAU;Ninja,Game Time (feat. Ninja),Game Time (feat. Ninja),52,156631,False,1,-4.025,1,95.046,4,electronic
67JduV2B5renMkmxTqnnT1,Super Cat,Don Dada,Big and Ready,29,232506,False,0,-8.466,1,165.222,4,dancehall
355ZgA786oJmZfP8mFI3wV,George Lam,最愛 40 - Beloved 40,人海中一個你,20,349000,False,7,-11.15,0,126.01,4,cantopop
4OZ0N1ghFG20YZlUnZOfLu,Nikolay Erdenko,"Romansy Rossii, Chast’ 1","Gori, gori, moja zvezda",0,238335,False,7,-12.923,0,129.559,4,romance
64NHAxoXRHW7WprPLFM5S2,Eikichi Yazawa,Anytime Woman (50th Anniversary Remastered),Dry Martini - Remastered 2022,32,245720,False,0,-6.972,1,123.912,3,j-rock
6zSXcvXQ8T74fXm72OpSOb,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",The Reluctant Heroes,54,267120,False,11,-7.233,0,127.039,4,anime
4gQ4vacB4Fj78d8fGekE9y,Miranda!,Fuerte,Amante Amigo,41,229600,False,11,-6.976,1,124.959,4,electronic
14EORgkbXqIx5K4Haucmnb,Stone Sour,"House of Gold & Bones, Part 1",Absolute Zero,66,229840,True,1,-2.555,0,139.941,4,grunge
7qSkQJ5yeqXdJZjvVBf45e,Mel Tormé,Holidays Are Coming,"The Christmas Song - Live At The Crescendo Club, Hollywood, CA / December 15, 1954",0,185266,False,1,-19.916,1,100.098,1,jazz
7vuYfz0siJY66fLEiDKnEh,Aphex Twin,Drukqs,QKThr,62,87466,False,1,-26.117,1,78.66,3,ambient
3zwL0EG6j9gJkPBtJY3VQu,"Original (German) Cast of ""Tanz Der Vampire""",Tanz Der Vampire,"Bitte, meine Herren!",24,136666,False,2,-17.131,1,104.902,3,show-tunes
2ciyvQ4LNxlquE8ch5Nnd5,Humberto Gessinger,Insular (Ao Vivo),Ando Só - Ao Vivo,43,215546,False,4,-5.098,1,116.063,4,brazil
0Ii6jzYilhf1nEkQcSPDg3,Andrea Bocelli,Mi Navidad (Remastered),Santa Claus llegò a la ciudad,24,214151,False,10,-7.523,1,133.734,4,opera
5hKJAy2dKwWzcP5HWuxhBC,Leslie Kritzer;Beetlejuice Original Broadway Cast Recording Ensemble,Beetlejuice (Original Broadway Cast Recording),What I Know Now,53,214786,False,7,-6.093,1,161.05,4,show-tunes
7ef4DlsgrMEH11cDZd32M6,Calvin Harris;Dua Lipa,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),89,214846,False,9,-3.24,0,123.994,4,dance
2FD5MAYrHispxwYuDX0fB6,Scooter,Scooter - Live in Hamburg,One (Always Hardcore) - Live in Hamburg,20,274930,False,11,-5.121,0,143.984,4,happy
3KjOiQBH0kjyhvCU3pUeMc,The Prodigy;Zeds Dead,The Added Fat EP,Breathe - Zeds Dead Remix,12,276386,False,3,-2.425,0,125.999,4,breakbeat
4A7sEZMxweWEJxKJ1vnyrV,Sean Paul;Dua Lipa;Delirious & Alex K,No Lie (Remixes),No Lie - Delirious & Alex K Remix,39,258546,False,7,-3.263,1,102.018,4,dancehall
4KKRz83lf8oDUheDhh9BrM,Mike Williams;RYVM,When The Sun Is Gone (feat. RYVM),When The Sun Is Gone (feat. RYVM) - Extended Mix,0,251250,False,11,-5.294,1,128.017,4,progressive-house
5WNKAbOTfyJA1OVYLa2WI7,Ira!,Ira! e Ultraje a Rigor ao Vivo no Rock in Rio,Envelheço Na Cidade,42,247013,False,2,-5.573,1,127.336,4,mpb
1jJiM8kiIRSZ95xhLmoQZr,Delta Heavy;Koven,FEEL,FEEL,52,220711,False,9,-0.513,0,174.087,4,drum-and-bass
5FZj2kdMrmVQmwZ0EsWyvD,The Chemical Brothers,Brotherhood,Electronic Battle Weapon 6,13,545000,False,9,-5.217,1,139.946,4,breakbeat
0qMip0B2D4ePEjBJvAtYre,LiSA,LEO-NiNE,紅蓮華,74,237586,False,4,-2.828,0,134.938,4,anime
0VXSstDuTzu6dTYg04SCMs,Cuco Sánchez,La Gran Colección del 60 Aniversario CBS - Cuco Sánchez,Corazón Apasionado,26,214933,False,7,-11.566,1,70.96,4,guitar
4ShsYVWeZkqXGZfAgTJO0g,Hüsnü Arkan,Kırık Hava,Makes Hanım,37,263500,False,11,-10.046,0,99.966,4,j-rock
526hsQ4kGeEKjQPshTGnCi,Terrorizer,World Downfall (Full Dynamic Range Edition),Strategic Warheads,15,96230,False,7,-13.25,1,105.707,3,grindcore
572GakOVkoIZvOGXcgofFO,Feid,Esto me suena a Farra,Feliz Cumpleaños Ferxxo,2,155960,False,5,-5.501,1,94.999,4,latin
0Ld0qJ0c7LUnJwpbSnp0mY,Grupo Yndio,15 Grandes Exitos,Mar De Amor (Sea Of Love),29,212088,False,9,-7.306,1,105.677,3,rock-n-roll
3DEjPUcxqT9kA1ubD7l9CQ,"Sarah, the Illstrumentalist",At My Own Pace,At My Own Pace,34,145536,False,4,-10.295,0,81.012,4,study
2ocyydRHIscl3eEDxBTgAA,Yung Buda,Zero,Gente Morta Não Conta História,44,190775,True,1,-9.2,0,159.992,4,brazil
2MMFbghnnvVnIS6W7mchPd,Holem;Shiloh Dynasty,In My Feelings,Can We Kiss Forever?,56,76800,False,11,-15.979,1,75.072,3,chill
1qAuIPMALdFtGv2Ymjy5l0,Shinedown,ATTENTION ATTENTION,MONSTERS,67,248373,False,5,-4.54,1,149.959,4,grunge
5JDZetSzAYQbCGiwVtnijw,Alessia Cara,World's Best Christmas Playlist,Make It To Christmas,0,211013,False,2,-7.87,1,77.054,4,electro
1NPsRg5FZo8FtoSl2p4LWz,Hex Cougar;Pauline Herr,Under the Light of a Dying Moon,Burn,39,244400,False,7,-12.629,1,75.017,4,dub
0gEjVYYmeWfwRDdr0EpKKn,2002,Believe,Chain of Life,24,306106,False,10,-12.956,1,147.951,4,new-age
03cKmr45ZcgYzng3s76STy,Fireboy DML,"Laughter, Tears & Goosebumps",Feel,52,194400,False,3,-5.371,0,100.011,4,dancehall
2RCf3uUVix6XzRU0Z8quJs,Runtown,For Life,For Life,48,229633,True,10,-4.888,1,205.656,4,dancehall
3FwhdXoij4c0MiNqkSKHEz,Vybz Kartel,Dedication,Dedication,19,180468,False,2,-6.07,0,106.823,3,j-dance
2HFHMKuExajvpnKMERs3Wo,Modern Talking,Back For Good,Brother Louie '98 - New Version,41,216093,False,2,-3.398,0,118.311,4,synth-pop
3llwwXagtWAQAkYlTyIJMS,Rudra,Arcade X Aaya na tu (Mashup),Arcade X Aaya na tu (Mashup),57,136542,False,9,-15.944,0,79.868,4,indian
2t5NYzZgq3cf7ck9Eg51ZQ,Arch Enemy,Handshake with Hell,Handshake with Hell,51,338960,False,10,-7.592,0,102.424,4,death-metal
0GOxBVl062KmJt4Spnvjuu,Colyn,Resolve,Resolve,42,442827,False,6,-10.598,0,123.015,4,techno
4V1fFZJij2G72iELt517X0,The Fratellis,We Need Medicine,She's Not Gone Yet but She's Leaving,22,230200,False,11,-6.14,0,120.085,4,garage
0B4TPCmwaKjpWf6dYac1Jv,Aníbal Troilo;Alberto Marino,"The History of Tango, Anibal Troilo & Alberto Marino, Recordings 1943 - 1947",Sombras nada mas,19,178093,False,5,-9.579,1,125.387,4,tango
3QI2FbgxMG42vJjqNEHOP3,O Rappa,7 Vezes,Em busca do porrão - Versão 2,47,312280,True,5,-9.013,0,92.978,4,alt-rock
0voYwjeuMfvXlF76oesZKu,Joshua Radin,"Here, Right Now","Here, Right Now",56,183213,False,10,-9.844,1,108.868,4,acoustic
6vjvewW34Y3UiGQtJokGlY,Lamb of God,Sacrament,Walk with Me In Hell,61,311506,False,0,-3.828,0,110.629,4,groove
0Y8P2H4bpffasm29zQX9yp,Timothy Infinite,Campsite Snoozin,Recline,23,146865,False,10,-7.148,0,133.999,3,study
6oe2HcrgnNU66Eyq8BY45Z,Three Days Grace,Outsider,Infra-Red,58,230933,False,5,-4.641,0,112.037,4,grunge
0nRyCAvDXchnQpxgprBHKg,HIRIE,Mood Swing,Chocolate,32,212487,False,9,-6.029,0,136.015,4,j-rock
1S4UvzpGRT6xJqrucICslQ,Killa Hakan;Khontkar,Bang Bang,Bang Bang,38,260625,True,2,-6.442,1,127.761,4,turkish
26suEPhwmZwfCzxPFo0fQ4,KhoMha,Profundo,Lights Code,50,154777,False,0,-11.088,0,126.039,3,trance
0d62apv4cW6273DLjxUAoB,Akatu;Grupo Revelação,"Encontro de Gerações, Vol. 03 (Ao Vivo)",Ninguém É Dono de Ninguém - Ao Vivo,41,96665,False,2,-7.727,0,103.509,4,samba
2EcgQrXzx7ZgyDWsp6cy2Z,Jobii,Fuchsia Badusha,Captiva,29,139124,False,3,-8.577,0,77.99,4,study
3TCuf7FEX2PhS7J9SEpG9a,Loubet,Ao Vivo no Coração do Brasil (Vol. 1),Vaqueiro Apaixonado,52,146553,False,1,-3.938,0,178.113,4,sertanejo
2nZZxQh7KoSyIjCP5w2HKA,Smyang Piano,Blue & Grey (Midnight Edit),Blue & Grey - Midnight Edit,36,272000,False,8,-18.68,1,59.97,4,piano
5nihLVpUd4birzwDlSp1Ph,BEAUZ;JVNA,Crazy,Crazy,57,188235,False,8,-4.03,1,102.038,4,edm
5OU0l93hNkegnGxLtYqOfj,High Voltage,Signs Of The Apocalypse (Radio Edits),Death Of You - Radio Edit,20,174967,False,5,-4.322,0,155.019,4,hardstyle
7CFr6CA5z36MDpDFLsAZM4,Brian Crain,Solo Piano Lullabies,Rock-a-Bye Baby,21,211353,False,7,-25.049,1,109.704,3,new-age
7B4UxdHwRKJYRhvXxmgZhM,thuy,i hope u see this,universe,67,186627,False,11,-8.298,1,80.004,4,chill
2Mos9d5rH50MfweI0T9QZs,Sub Urban;BENEE,Internet Sensations,UH OH!,2,133509,False,9,-7.414,0,150.772,4,indie-pop
0n4ncmnc8sjrxaSHf4mRnj,Carcass,Wake Up and Smell the... Carcass,Ever Increasing Circles,17,245066,True,4,-9.002,0,94.66,4,grindcore
7mbbGuqfaIIFHImIwu45Xi,DJ Snake;Justin Bieber;R3HAB,Let Me Love You (R3hab Remix),Let Me Love You - R3hab Remix,58,175000,False,0,-2.84,0,203.968,4,edm
6csdf0ta8g9IRbJwO4CBDb,Wolfgang Amadeus Mozart;Christoph Eschenbach,Mozart - All Day Classics,"Piano Sonata No. 11 in A Major, K. 331: I. Variation 1",9,77133,False,9,-25.548,1,125.665,4,classical
4hNMTaMMztc30ZgaQEdzhE,Grupo Sensação,Pra Gente Se Encontrar de Novo,Preciso Desse Mel,51,233351,False,7,-10.164,1,145.212,4,pagode
22Dglcz1VwyXTCEBt6PIdG,Fish Leong;Crowd Lu,親親,不是我不明白,51,281573,False,7,-6.949,1,130.127,4,mandopop
20k4IdK8MCb9HKTT8r18CQ,Eulogy,Memento Mori,Corvid,34,348339,False,10,-5.593,1,144.332,4,death-metal
4dWWUYR9l8xKi9CqXCG8ke,Rod Stewart,Feeling Good - Adult Pop Favorites,If I Had You,1,258293,False,10,-7.385,1,139.456,4,rock
52DtQQcCl82YR38T8oP0WK,Ice Nine Kills,The Burning,You Scratched My Anchor,29,173560,False,8,-2.85,1,187.998,4,metalcore
2JTbggEbb9tifed7Nzgk7G,Hermetica,Acido Argentino,Horizonte Perdido,26,108906,False,4,-11.681,0,135.074,5,heavy-metal
6wldfVK5UwrzXMuFY5U3ol,Andreas Vollenweider;Walter Keiser;Pedro Haldemann,White Winds (Seeker's Journey),Brothership,23,207840,False,11,-11.648,1,133.41,3,new-age
7cC4Y0jQZ4eRoRqRQIau1x,Justin Bieber,Fiesta de disfraces vol. II,Sorry,0,200786,False,0,-3.624,0,100.035,4,pop
3NbcxD3uC4aDsv87lwK1WM,Taku Iwasaki,JOJO'S BIZARRE ADVENTURE -O.S.T Battle Tendency [Musik],Overdrive,51,226706,False,1,-8.456,1,134.981,4,anime
2Gpk1rtu5wVUCMQH86kErs,Bethel Music;We The Kingdom,Peace,Peace,52,297293,False,11,-13.067,1,118.003,4,ambient
479lquEL4Mzh3tQLtnHVfL,Jay Chou,我很忙,青花瓷,59,237346,False,11,-7.855,0,108.01,4,mandopop
5g9IN42ZX2NK6KhOB347V3,Dry Bar Comedy,Dry Bar Comedy Presents Zoltan Kaszas: Cat Jokes,Accidental Soccer Coach,22,158000,False,3,-14.284,0,135.462,4,comedy
11wvqzpldU1m1AAaLFA1lF,"Soothing White Noise for Infant Sleeping and Massage, Crying & Colic Relief","Calm Baby Nature Sounds: Natural Calming & Sleep Aid for Newborn Babies, Mothers","White Noise from Mother Nature for Putting the Baby to Bed, Deep Healthy Sleep",36,249480,False,6,-17.959,1,176.973,5,sleep
3uK9mi1dFceUfWFOYbiIFE,NEIKED;Anne-Marie;Latto,Daily Pop Mix,I Just Called,0,150560,False,7,-3.662,1,138.997,4,house
2jOC5aQHBRbB7edIElnf2h,Enigma,The Fall Of A Rebel Angel,Lost In Nothingness,39,200680,False,8,-18.916,1,82.527,5,new-age
4bn8XwFsS5HzGDZ6Of6n09,Deru,Torn in Two,The Overview Effect,9,311121,False,0,-19.065,0,66.422,4,idm
3UELC9ZzjGdWD5lxzNjzdp,Sanjin;Walshy Fire;Salvatore Ganacci,Nah Tell Dem,Nah Tell Dem,40,185054,False,0,-3.729,1,92.007,4,dancehall
2evn0KA073DOKHsWZIwvPg,Hank Williams;Drifting Cowboys,Apollo 13 (Original Motion Picture Soundtrack),Honky Tonkin',11,162306,False,4,-19.082,1,167.435,4,honky-tonk
1jQwvKLHvS0HGbPNLKPgH5,Alkaline,Nah Tell Yuh,Nah Tell Yuh,23,166373,True,1,-6.253,1,132.824,5,j-dance
0FrIcya8V3CTkH5jssEzT0,Ugly Valley Boys,Iron Mine,Mountain Man,22,255800,False,0,-10.769,1,135.166,4,goth
5ZNIGfSGiAWJ80MPJTGWO4,Duke Dumont,pov: it's 2020,Therapy,0,220476,False,4,-5.646,0,125.987,4,edm
1u7ZkLH2r19lpcuneYXHH6,Rodolfo Abrantes,R.A.B.T.,Nível Raso,43,253253,False,4,-6.685,0,140.026,4,gospel
1F5eHKlCx63VBduysUpcT6,Felipe Vilela;Fernandinho Beat Box;Ericka Nascimento,Orgânico (Ao Vivo),Essa É A Hora - Ao Vivo,28,281088,False,9,-5.339,0,113.897,5,groove
5Pl7UEPvH3WSoPk1TH2oCZ,J9ueve,Distanciel,Distanciel,33,131500,True,9,-8.22,0,119.933,4,french
5c0lWlmIyCq7hzBhpZasYL,Jubël,Weekend Vibe,Weekend Vibe,65,166909,False,5,-6.363,1,110.026,4,swedish
2QD87WzfqnNWwiKNCEgJSq,Asu Maralman,Asu Maralman (Türk Pop Tarihi),Yollar,33,170026,False,7,-9.455,0,139.914,4,j-rock
7prqZ9Le5L0z6DRYcnhghP,Dawn Wall,Rain God,Rain God,48,267108,False,5,-4.461,0,175.055,4,drum-and-bass
77qFKnJSjEDdufjllpYTLe,Tipe-X,Mereka Tak Pernah Mengerti,Sadar Dong !!!,34,199200,False,7,-4.752,1,83.841,4,ska
0G8qBkiMnmyM0VF1SJqDbR,BiS,Brand-new idol Society,BiS-どうやらゾンビのおでまし-,20,302834,False,5,-2.274,1,95.005,4,j-idol
1WLCdIgRtDkreY1AzZ2N0G,Havoc Mathan;Havoc Naven,Best of Havoc Brothers,Senjuu,26,221746,False,8,-5.067,1,92.018,4,malay
3xK38Jy0gEs7yprInWoFZQ,Papi Pier,Pool of Swim,Pool of Swim,43,154899,False,6,-15.54,1,142.542,4,study
3Nej4MnDboEWJEyEpETTx5,Chris Janson;Eric Church,Never Leave - Country Magic,"You, Me & the River",0,236320,False,2,-6.77,1,149.231,4,country
1YNejzXu2HDtUhnyPEsXOM,Stap,Işporta Holding,Işporta Holding,42,182494,False,8,-8.32,0,140.013,4,turkish
5SMnHUNB2iBm3rkuoHpIZO,Robert Owens,I'll Be Your Friend,I'll Be Your Friend - Original Mix (2011 Remastered Version),34,456911,False,10,-6.209,0,121.867,4,chicago-house
3urkfnML0dfP4UIO9SBSUN,Rudimental;Jess Glynne;Macklemore;Dan Caplen,Coffee Chill,These Days,1,211760,False,0,-4.084,1,92.209,4,edm
0fw8ZGMXJJKYh7OoXRZJL2,Jürgen Milski,Malle ist der geilste Club der Welt,Malle ist der geilste Club der Welt,24,214534,False,6,-2.664,1,139.971,4,party
70Qlewy7XO46zijMHSjbOG,Tisoki;byblood;Cry4Tre,01953,ALL NIGHT,53,172137,True,6,-4.83,1,144.99,4,dub
62yaHPUl2vELHwaHb6R5oW,Yuvan Shankar Raja,Pudhupettai,Oru Naalil,63,384256,False,6,-10.688,1,80.014,4,k-pop
4y7l0LemO3ZXKPjP87oDeS,Swedish House Mafia;The Weeknd,Halloween Party 2022,Moth To A Flame,3,234000,False,8,-7.295,1,120.146,4,edm
143yDZNsliy9RcosuXZIYQ,Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner,Mozart - All Day Classics,"Les petits riens, K.app.10 (ballet): 6. Gavotte gracieuse",11,74000,False,9,-27.154,1,175.619,3,classical
0jAbBolC53vVe33ouZ7D4a,Luiz Gonzaga,Mega Hits - Luiz Gonzaga,Asa Branca,41,168266,False,7,-6.329,1,121.021,4,forro
0peoHOkfai7vlQhUIGVmtt,DEADLIFE,Bionic Chrysalis,Remember,17,351272,False,5,-6.106,0,110.007,4,club
4sK5HF5goB2ryMBj1gowg2,Surgeon,Luminosity Device,The Source,6,269331,False,0,-13.008,1,127.985,4,detroit-techno
3h8k8SEZeQX5nVbn94pevh,Anurag Vashisht;Dj Ruchir,Taare 2.O,Taare 2.O,31,232173,False,4,-9.684,1,92.059,4,singer-songwriter
5aLmNHoANEqTeW05QIzaZp,Enigma,Seven Lives Many Faces,La Puerta Del Cielo,45,208266,False,7,-8.212,1,94.326,4,new-age
3sYWyVGfPuit80szWXhrRA,Nirvana,MTV Unplugged In New York,Come As You Are,65,253906,False,5,-8.733,0,119.19,4,grunge
7KvmPcEcoyweafGhTFNs8g,Leftover Salmon,Leftover Salmon: Live,Steam Powered Aereoplane,21,255840,False,7,-8.809,1,121.69,4,bluegrass
0WKmVAD4VWk5EdTyCFILi4,Verzache,Needs,Needs,68,177479,False,11,-7.552,0,118.981,4,chill
4TpPSDtJGuD51E66sWrxmd,Roman Müller;Ellysse Mason,Human,Human,57,145250,False,10,-9.286,1,119.986,4,deep-house
7E85eQWZ2w5tBk7gitou1D,Grupo Revelação,Ao Vivo No Morro,Saudades do Amor,43,208613,False,0,-6.094,1,107.78,4,pagode
2CD1dVhWq229x7FJJFnese,Omar S;Nite Jewel,"Side Trakx, Vol, 5","Sky Train - Austin,Tx Mix",9,349026,False,9,-18.56,1,113.99,4,detroit-techno
2kaq4F56ljnxBWmEIPcWSZ,Rock Of Ages Cast;Amy Spanger;Constantine Maroulis,Rock of Ages (Original Broadway Cast Recording),The Search Is Over,24,119293,False,8,-7.286,1,69.458,4,show-tunes
4GfDV5KQFbnPP5RXOm9KQf,AMARIA BB,What's Done in the Dark,Secrets,45,172160,True,6,-5.996,0,107.954,4,dancehall
6No37VaxVh6HHEozjauEbk,吳青峰;Dr. Jean-Loup Ringot,馬拉美的星期二,(......老頑固博士)(feat. Dr. Jean-Loup Ringot),39,143929,False,4,-5.719,0,140.094,4,mandopop
2zGMXDas8lOvC8gqPuHtkj,RÆVE,Firefly,Firefly,36,209000,False,4,-3.964,0,104.876,4,deep-house
6aBmqM3NKXbkNSHSOaLC7W,Kyle Kinane,Death of the Party,Bonus: at Budokan,20,323093,True,7,-7.497,0,64.938,4,comedy
0uUgBV4rY00nkgG2PeIBuq,Sanchezz DJ;MC Meno Dani;DJ PANDISK;DJ GUSTAVO DA VS;DJ Jeeh FDC,MEGA FUNK VOLTEI PRA CACHORRADA X COCOTA FEIA PRA CARALHO (feat. DJ GUSTAVO DA VS & DJ Jeeh FDC),MEGA FUNK VOLTEI PRA CACHORRADA X COCOTA FEIA PRA CARALHO (feat. DJ GUSTAVO DA VS & DJ Jeeh FDC),50,200630,True,4,-5.607,1,124.962,4,funk
3RcPuhrAyFTvJSKfVdbM5p,NSG;Giggs,Nyash (Current & Savings),Nyash (Current & Savings),57,214280,True,7,-6.371,1,101.022,4,dancehall
0E03JK89NfbKmXpjxyF4pV,Randall King,Happy Country Christmas,I Only Want You for Christmas,0,207677,False,7,-5.238,1,147.983,4,country
4mRjlGIesBAG5GDtAf9nuo,Imperatorz;MC Livid,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Fanatics,0,187875,False,10,-1.912,0,159.891,4,hardstyle
0T9VC4ZjMR8pEXSS0YOSYX,Grinspoon,Guide To Better Living,Boundary,27,152533,False,0,-7.713,1,107.618,4,psych-rock
5J89CMy1fDUEf73fi6KL9R,Cuco Sánchez,Viva México (Remastered),"Guitarras, Lloren Guitarras - Remastered",23,154573,False,7,-15.382,1,109.877,3,guitar
